Sentence,Sentiment
"As true Dc fan movie great . Rotten tomatoes come movie good first step Dc future . Love seeing abilities JLA , purpose . The kid alil stretched movie set great . Like I said , first step . Lot action , pretty funny , lot potential . The team work movies underrated aspects , teamwork movie better previous dc movies . Go watch & amp ; see !",2
"That part Black Adam like , & quot ; It & # 39 ; BlackAdaming time. & quot ; My heart melted . LITERALLY .",2
"What joke , turning BET special .",2
comes watching tell movie good🙋🏻,2
In one scenes hit hard crashed ground . I like say fell like rock,2
Dwayne Johnson Dwayne Johnson almost films works film said look & # 39 ; match comic book black Adam representation & # 39 ; mean looks limited yeah someone wants watch good superhero film movie manages enter class hope dc continues making impressive movies 22o22,2
"BLACK ADAM smart movie . A superhero origin : peaceful heartland great civilization , oppressed occupied capital war-torn third-world micro-nation . The first-world superhero confederation prioritizes & quot ; international stability & quot ; social justice , good reason suspect newcomer packs terrifying punch . Chaos ensues . Visually stunning . Good DC , well done Dwayne Johnson . @ TheRock < href= '' http : //www.youtube.com/results ? search_query= % 23blackadam '' > # BlackAdam < /a >",2
bad marvel bad 👍🔺 10p3222o22,2
What superhero ? It god super powers . Why every movie trying convince god ? Think . You & # 39 ; played .,2
movie awesome ⚡️,2
STill like homelander better lol,2
"Watched today , definitely better MCU phase 4 movies . Everyone ignore critics go theatre enjoy BLACK ADAM ! ! ! ! It & # 39 ; disappoint .",2
This amazing trailer,2
DC year & gt ; & gt ; & gt ; Marvel year,2
I marvel fan I love movie,2
watched movie it39sbramazing 🔥😍🔥😍🔥😍🔥,2
anyone might going thru rough time wanted tell scripture encourage br “ everything love ” brcorinthians 1614 br “ may god hope full joy peace trusts ” brromans 1513brthis also anyone feeling good blessed day ❤️,2
romanian song 🇷🇴 😍,2
love movie india 🇮🇳 dc change,2
"Now I & # 39 ; done watch movie , & # 39 ; better & quot ; THOR LOVE THUNDER & quot ; . < br > < br > BLACK ADAM CAN MAKE MUCH MORE THUNDER THOR LOVE THUNDER .",2
still waiting kevin hart white adam😂,2
Great movie,2
nice,2
"Great movie , really enjoyed . Im sequel .",2
watch movies closest thing “ get ” adventures comedy thriller ima need watch movie slow motion esl teacher,2
"Seen today , average best ...",2
"Saw movie today , Top class .",2
Love,2
Just saw I & # 39 ; remember < href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=80 '' > 1:20 < /a > movie . Had fun tho !,2
The movie awesome lots fun !,2
"Just watched , & amp ; although good superhero movie . I & # 39 ; get away similarities marvel . Fate obviously doctor strange , even point splitting loads fight . Smasher Ant-Man , falcon , felt bit like ripped lot marvel last avengers movies . Still I liked movie , little disappointed & # 39 ; original .",2
dc consistently showing never marvels level looks trash 😂,2
Saw yesterday I really recommend ! Very good,2
Just watched movie . ABSOLUTELY AMAZING . 10/10 . VERY GOOD MOVIE .,2
"Just done . It good movie . Not best ever saw , sure 8/10 . DJ like always , done good work . Story also ok , stay tuned finish , surprise .",2
Very good movie,2
Cool !,2
black adam fits dj fits tony iron man ✌ henry cavill added mahnn hype ba vs superman realll ❤,2
Its good see DC started adding colors light Cinematography . This change thier filmmaking creating interest viewers watch movies .,2
"This , like BROS piece * *",2
The Romanian folk music amazing !,2
Fetele de la Capalna FTW !,2
I think DJ perfect look BA old .,2
"How Doctor Fate sequel killed Black Adam ? ( sorry spoilers . ) I would like see storyline , Pierce Brosnan perfect role . Great casting Black Adam . Great lead cast population side characters well ...",2
😮😢❤😮😢😂😮😢😢😮❤😮😢❤,2
Good,2
look like rock meme,2
Best Movie Ever,2
"< href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=72 '' > 1:12 < /a > , I imagine Adam . Wow .",2
"got home seeing great time , even da wife went like , comic books movie , cant wait next one , stay end credits",2
It & # 39 ; interesting 1080p highest resolution video . These days & # 39 ; see video less 4k .,2
Going good trailers collection,2
Listen yes & # 39 ; best could done . This directors fault . The Rock good entertainer problem & # 39 ; . The story definitely cross Superman movie Marvel films . They needed different hero & # 39 ; least one top tier hero & # 39 ; film . And Atom definitely go . Once Ant man hit screen need see Atom real . Rock I think great entertainer get back comedy & # 39 ; bread butter . You Kevin Hart probably funniest I & # 39 ; watched since Chris Tucker Jackie Chan Mike Epps Ice Cube . Good luck forget haters . I & # 39 ; going see Black Adam anyway .,2
The rock plays rock niceee,2
watched movie it39s amazing see nice super hero movie 🎬 breverything movie 👌🏻 💎 brbra must watch theatres 🎥 effects good 🥰brbri loved movie 🎬 ❤️,2
perfect movie saw today everything well put together story characters actors action … ’ long time since watched amazing super hero movie 👏,2
& quot ; Can take minute apreciate & quot ; < br > & quot ; I love & quot ; < br > & quot ; TBH ... & quot ; < br > ALL YOU COMMENTERS SOUND THE EXACT FKING SAME . SAY SOMETHING ORIGINAL YOU DIMWITTED TREND FOLLOWERS .,2
omg black adam like white inferno 😳👍,2
I love part Mid credit scene Superman came said & quot ; It & # 39 ; Suprim Time & quot ;,2
Already love much !,2
bb black adam movie review bbbrbrdirected jaume collet serra starring dwayne johnson pierce brosnan sarah shahi aldis hodge noah centineo quintessa swindell brbrplot moviebrbr2600 bc place called kahndhq dark dominates poor fearless boy comes protector hero mission goes incompletebrbrin present day kahndhq still free darkness time comes protector come back backbrbrnow really hero really protector people kahndhq looking upon questions manybrbranalysis movie brbr1 action action action dwayne fast furious action elevated action sky swriling baddies air mercilessly throwing away like garbage land electrifying hand turns baddies handful skeletonufffffff thunderousbrbr2 action sequences main highlight hawkman adam one one fights goosebumps mebrbr3 dr fate man executes action stylish calm waybrbr4 vfx hollywood always always fascinates gives us manifestation unbelievable believablebrbrampampampampamp finally end credits raised double goosebumps 🔥🔥🔥🔥brbrblack adam action entertainer package movie,2
I missed bgm movie better suited climax opinion,2
We want ROCK story SAMSON,2
"Oh , look , pretty much thing first Thor movie .",2
🙏☀️💯🕉️💐🙋🏾‍♂️,2
The actor looks cool got good body physique < br > He start WWE .,2
great rap music 😒,2
Wow,2
THE ROCK AKA DWANE JHONSONS TRUE NATURE IS BLACK ADAM ! ! ! .,2
Excuse Me But I like Rock . But Will Smith hv played Black Adam . It Doesn & # 39 ; fit Rocks Roll play . At . Wrong actor . For One . !,2
"A copycat Marvel movies . Those scenes recall us iron man , hulk , etc . Nothing new .",2
"Time Warner , cancel culture finest . Can & # 39 ; handle different perspective resort deleting comments . < br > < br > How & # 39 ; , new movie best ever ! Yes , I & # 39 ; wait watch another superhero movie - yay !",2
"They got Egyptian guy . Get fresh faces , like Shazam . Give others chance since character Egypt . Rock fans gon na hate comment .",2
😂😂😂,2
i39m going go ahead say decided become political lost half country know i39ll never watch another movie used love guy sucks support someone ruining country lives it39s 2 ¢,2
wouldn39t surprised tried rapping trashy movie 🤣,2
sooo nobody gon na talk movie black adam looks wayyy better shazam 😂😂😂,2
apparently getting 510 ratings ’ dc make call r rated universe like dc dark something pattinson universe fun universe birds prey suicide squad peacemaker universe suitable kids super pets shazam brbrright ’ giant mess falling back quality movies black adam apparently r cut graphic scenes get pg rating brbrdc need sort universes direction ’ really pissing fans,2
end movie ..... superman shows ...... next movie going heads . yw,2
Best luck,2
sure historical background hawkman used watch justice league animated cartoon back 90s 2000s hawkman justice league hawkgirl live thousands years supposedly dies revives every generation suppose gone society league i39m brainfart 🤯,2
colonna sonora made romania 😍😍😍😍😍😍,2
black everything know im fresh coat,2
😂🤭🤣👌🏼👌🏼👍🏼👏👏👏🍻,2
"Can someone tell type material car window made , even crack neither explosion went close black adam smacked big super powered heavy arm . It & # 39 ; tiny overlooked details movie use , sometimes determine , much thought placed project .",2
many npcs comments ’ even look like black adam,2
dwayne johnson already looks like steven seagal & # 39 ; always character every movie,2
black adam best bro better movies,2
Black Adam dark side hero & # 39 ; forget need superman Paul Anthony fuentez ca,2
Seen : < br > Jurassic World : Dominion < br > Elvis < br > Thor : Love & amp ; Thunder < br > Bullet Train < br > Dragon Ball Super : Super Hero < br > Beast < br > Breaking,2
I love Part Rock says & # 39 ; Black adam time sents guy flying .,2
This movie going epic I hope black Adam long time goes bad good save world .,2
’ ever say dwayne johnson ’ acting good show garbage,2
Love,2
Movie looks like trash,2
dc better take advantage submediocre content marvel put lately best chance ’ ever get trailer gives little hope,2
diwali going rock🎉,2
I used slave im god,2
better main character younger man ..,2
Really hoping movie succeeds . DC needs .,2
Looks Pretty sweet .,2
Looks like Thor rip,2
super,2
( This movie going awesome watch ),2
Is best movie black adam,2
black adam called quotblackquot originally wakanda black panthers third cousin dc marvel crossover 1987 brfun fact casual fans 🥱,2
Halft story like Thore thunder storm,2
bro39s lookin like electro titan 💀,2
Dwayne playing another serious role since Faster . Not smiles cocky like mostly . Serious business . Love .,2
"I & # 39 ; Marvel fan cool trailer , question tho .... < br > Why Black Adam , Flash Shazam logo/sign < b > lightning bolt < /b > ?",2
"This actually looks really good considering DC movie , normally thing thats good batman .",2
Black Adam week superman beat like dog lol,2
rock playing rock ’ wait,2
"Nice coincidence , Dwayne Johnson & # 39 ; grandad Bond classic You Only Live Twice Pierce Brosnan James Bond .",2
Still wish Johnson could develop proper accent reflect character & # 39 ; foreign origins . Movie looks badass though .,2
justice league characters starring movie ? ?,2
har har mahadev 🔥br1 yeah movie bollywood ki nhi hai first pan india marathi movie haibr2 bajirao peshwa ki kahani nhi hai narveer bajiprabhu deshpande ji ki gatha haibr3quot 300 quot movie ki copy nahi hai hamare history ki story hai🔥br4 5 language release hogibrmarathi hindi tamil telugu kannadabrplease support karo 🙏,2
aquaman would best movie dc ever made💯 brbrmarvel disappointed thor love thunder,2
Wow Pebble Satan ....,2
YESSSSSS ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! I & # 39 ; M SOOOOOO EXCITED FOR THIS MOVIE ! ! ! ! ! !,2
"Him catching RPG Missile , like Watching Jerry Rice Catching Long Winning Pass win Superbowl !",2
"Heroes dont kill people , destroy infrastructure .",2
Dwayne Johnson perfect role ! This movie going awesome !,2
"ALSO , HOW BOUT A NEW RUSH HOUR 4 MOVIE WITH JACK WOO JING FROM TAI CHI 2 AND A NEW FACE BLACK ACTOR ? COULD BE KEVIN HEART .",2
It looks like every movie since 2010 . I & # 39 ; care anymore .,2
excited black adam rock man 👏👏👏🌩🌩🌩,2
"Black Adam Official Trailer 1 half Black Adam scenes New DCEU Heroes . Hawkman Black Adam Doctor Fate Magic . Hawkman Doctor Fate Black Adam , Black Adam defend heroes & # 39 ; kill part Black Adam Trailer .",2
"Black Adam Aquaman Note DCEU Vibe Trailer also Wonder Woman Black Adam message . Superman allowed Heat Vision Black Adam one call Superman Monster . Black Adam Trailer Black Adam Timeline , Power level Magic . Aquaman Black Adam side side , Social Meida post .",2
Like,2
That & quot ; lalala & quot ; background makes feel like something legendary,2
"Kinda done rock every movie , good super hero . sorry ! They could done much better .",2
reis kurt filmi kurt istiyoruz pls iyi güzel warner brosluk yapıyorsun ama kurt filmi olmazsa olmaz pls trbrwe want wolf movie pls good good warner bros wolf movie indispensable pls eng,2
’ black adam playing “ rock ” 😂🤣,2
We say ossome rock rolls good acting,2
That moment youre hype super movie realize rock main character smdh . I smell whats cooking .,2
like light skin adam,2
I & # 39 ; Marvel guy ........ movie looks absolutely sick . I & # 39 ; definitely seeing movie Black Panther .,2
Pls make movie NOW,2
yesssssss awesome ❤❤❤❤❤❤❤❤❤❤❤,2
hrefhttpswwwyoutubecomwatchvx0topbuyasiampt71111a hrefhttpswwwyoutubecomwatchvx0topbuyasiampt72112a 😂,2
"God haver mercy upon us , everyday theses people say & # 39 ; believe God , yet take non existing word God turn real demonic movies ... God help us , charge , also love movie .... People never ask society way ... Mercy",2
hrefhttpswwwyoutubecomwatchvx0topbuyasiampt67107a 😂😂,2
see dwayne johnson daughter believes hero 😂😂,2
Please knows theme song,2
india big fan rock❤,2
it39s accurate 😕,2
producer said vine thats rock became god,2
This flick looks like hot garbage,2
Hollywood New Movie diyen plz Vai 2022,2
< href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=4 '' > 0:04 < /a > . B L A C K A D A M,2
’ marvel person one thing like dc give villains movies instead giving heroes movies,2
"< href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=119 '' > 1:59 < /a > - Best BGM < br > All black everything , < br > know fresh code .",2
roke balck Adam nice,2
The Rock needs play Terminator & # 39 ; . Blowing stuff busting heads .,2
2nd movie ’ like rock,2
funniest scene ever seen hrefhttpswwwyoutubecomwatchvx0topbuyasiampt72112a😀😀😀😀😀,2
Love Romanian singer vocalist .,2
💘 dwayne johnson,2
This going big hit sure .,2
😛🔥🙌❤️😘😂😂,2
dc movies bgm always good 👍👍👍👍,2
era marvel dc going next king 👑,2
1st day 1st show ready,2
"PEDs , & # 39 ; deny man & # 39 ; hard work .",2
"Wow , looks dumb .",2
Nah definitely gon na need Doctor Fate,2
love romanian song movie ❤❤❤ brname song osoianu sisters purtata fetele de la căpâlna 😍❤️,2
catch rocket got laughing 🤣🤣🤣,2
Another way push god morality humanity,2
Now Rock truly call electrifying man .,2
We need Justice league 2,2
ohhhhh dwayne can39t wait see movie favourite actor ❤️👌,2
bald strong😂😂😂😂😂😂😂😂😂,2
man could gotten better actor role rock overrated one person said quotthe rock actor rock character audience enjoy like arnold schwarzenegger jackie chan play character well comes transform fit criterias… doubt able pull convincinglyquot copy pasted since couldn39t stated better,2
Skip hollywood politics make entertaining stuff sometimes. < br > < br > This looks cool,2
This awesome .... < br > Cause I smell rock cooking .,2
looks like proper super hero movie since nonwhite guy playing won39t dumbed bricks won39t need saving almost fight female superhero😂,2
The Rock Viktor Sagat remake Street Fighter,2
Nobody wants answer God want . How happen ?,2
BLACK ADAM capacity great movie seriously doubt looking horseshit hollywood idiology currently ! ! The greatest Superhero DC ever made Man Of Steel ! ! I trust ridiculuos agenda driven story lines & amp ; Political correct movies ! ! Look Thor Love & amp ; Thunder Marvel movies last 2 years ! ! DJ smart man knows & # 39 ; run allong PC cultures theme movie & # 39 ; come cinemas ! !,2
amount times ’ depicted hero ever movie casted many action movies becoming repetitive overrated swear,2
woke blm nonsense .. maybe biden provide free tickets democrats ... lol,2
“ destroyer world savior ” wow really like,2
la la la la surorile osoianu really 😊romanian,2
I love moive,2
instant recunoscut muzica❤,2
surorile osoianu❤,2
Hawkman : Heroes & # 39 ; kill people. < br > Black Adam : Well I < br > Deadpool : Hey ! I & # 39 ; hero I kill people ! < br > < br > Looking forward Black Adam . Hope & # 39 ; good .,2
The rock real super hero world acting beyound imagination,2
woww masterpiece can39t wait 😳😳,2
true hero …black atom anything protect people even means killing deemed hero ’ world like hulk leave ’ people u never issues,2
"Rock , - treasure Hollywood",2
like matrix sorta,2
wow l love ❤️,2
DC better marvel,2
wanda like whts ur namebrshazam family shazambrbrwanda boommmm ur normal human 😂😂😂,2
dont watch movies often looks like need watched cinemas,2
That looks like van Scooby Doo,2
black adamnow39i kneel know onebrsuperman ka naam suna h🤣,2
It funny style Rock One Punch Man future XD,2
Better matrix trash came last year .,2
🖤 🌗⚡💪🏆,2
"Finally , superhero movie excited .",2
Could good movie cast rock ...,2
fact rock black adam makes want watch movie ’ glad know plenty people ’ either,2
"Well , Marvel simply killing heroes , I give chance Black Adam , I & # 39 ; big fan DC heroes else & # 39 ; got watch ?",2
Superb,2
"I love DC Antman smasher New Black Wonder wowMan Dead eyes ... I always said wonder woman & # 39 ; GOLDEN ARMOR WAS COOL needed average black actor pull ... And Hercules I mean Dwayne I know one , oh WHATS HIS NAME ! ! Scorpion king .. Black Shazam YES I KNOW BLACK PANnono wait let watch trailer .... < href= '' UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw '' > < /a > black adam < href= '' UCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBA '' > < /a > I told I knew itsaid ... I bet makes BILLION better < href= '' http : //goodfellas.lol/ '' > Goodfellas.lol < /a >",2
The lost hero throne shazam movie,2
"Finally , one superhero movie I interested watch",2
hrefhttpswwwyoutubecomwatchvx0topbuyasiampt81121aa hrefhttpswwwyoutubecomwatchvx0topbuyasiampt84124a can39t stop laughing part 😂😂😂,2
amazing 🤩,2
james bond love you🙏🙏😊,2
Thank King khamama ( DAWEN THE ROCK JHONSON ) protecting HAWAII Aaron A Underwood former . Now OUVEHVAHKHEHEVAH,2
AND FCK MARVEL ! LETS GOOOOOOOO DC,2
The punch car window would crush ; ),2
The music sounds like Indian Movie .,2
😎🥸🥸🥸🥸🥸🥸🤯😇🙏🙏🙏🙏🙏🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌☯☯☯☯☯☯☯☯☯☮☮☮☮☮☮☮☮☮🌎🌍🌏🧙🧙‍♂💃🕺🧘🧘‍♂💞💞💞💞💞💞❤❤❤❤❤❤❤❤❤❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥,2
This looks good,2
hear quot fetele de la capalnaquot sound track 🤣🤣,2
"Looks pretty cool . Gon na see . Sets Black Adam vs Superman point , could epic .",2
I feel like vanity smurf !,2
Love see rock villain,2
“ saviour ” talking guy cold blood killed nephews power another origin completely messed thank social justice thank 2022,2
“ saviour ” talking guy cold blood killed nephews power another origin completely messed thank social justice thank 2022,2
These superhero movies getting pretty stupid < br > < br > Longing days dark knight vibes again. < br > < br > All shine substance nowadays,2
love rock adamkiller😎😎,2
This second time view box office success . Based views nope,2
muzica de la lupii lui calancea și surorile osoianu pe fundal purtata fetelor de la căpâlna oare observat cineva 😎,2
"That song ( female voice ) giving shivers , anyone recognizing ?",2
Wow . A DC movie actually looks good .,2
excited movie 🍿🎥,2
true battle 🫣,2
hollywood movie hrefhttpwwwyoutubecomresultssearchquery23blackadamblackadama good movie october talent warner bros seen many unforgettable movies far wb production house dcu keep us satisfied honored delighting every movie lover showing new scenes live well 🌻🌻,2
hollywood movie black adam 2022 create world history world warner brothers two talent makes every movie lovers production house happy give us chance honor live well 🌻🌻,2
feel like ’ going big shift marvel fans bandwagoning dc fans marvel ’ rn lmao,2
whoever wrote “ powers ’ blessing…they ’ curse ” complete trash like come,2
Finally good super hero movie,2
actually looks awesome marvel really going downward slope stan ’ death maybe ’ time dc,2
that39s good black adam bought black guy play it😂😂,2
😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈,2
"Black Adam , nice title ! I hope movie good I enjoy .",2
"It looks fantastic , straight comic book , story CGI seem grounded , second DC movie hyped JL .",2
"When rock said & quot ; & # 39 ; black adaming time & quot ; wow , best",2
"Looks good . Finally something DC Batman related looks good hyped . Actually looking forward , . Color surprised .",2
No Wokesness = Good movie looks alright,2
Ok,2
I hope becomes next morbius meme,2
hi warner bros pictures i39ve made concept feature short film inversal timeman it39s scifi thriller genre it39s channel homepage mwmbrwhen guys free please check would love comment feedback 😊,2
omg 😲 nice,2
This looks like absolute GARBAGE,2
This going super hit movie.mark words .,2
wheres kevin😂,2
Sabbacc looks good,2
"Looks good , wonder song used",2
Yet another jungle movie ft . The rock ... He & # 39 ; even char anymore & # 39 ; rock . When I see screen I & # 39 ; like oh look & # 39 ; rock ... Prolly another jungle,2
Wow,2
black adam badass superhero kill ’ right 💯just like death pool 😌,2
Can someone please tell views close 25 mn rock 300 mn plus followers insta .,2
actor don39t need padding super suit ❤️🤝,2
I really hope & # 39 ; end boring generic hero end,2
bgm great👏,2
sound track crazy america get ready ancestors voice sisters oshianu mytical connection times 😌😌,2
jungle cruise see dude serious character literally laughing whole trailer 😂😂 interesting lines tho “ two choices destroyer savior “ really surely could come fancy lines ’ quality ’ money,2
"Hey every time dc want use black adam like new animations , video games stuff rock & # 39 ; voice one use anyone else forever",2
Wow,2
🤣🤣🤣🤣🤡,2
This looks really good . Like man steel good zach synder ? ?,2
folclor romanesc trailer quotpurtarea fetelor din căpâlnaquot super,2
No disrespect Dwayne The Rock Johnson & # 39 ; role . As person entertainer really good actor one dimensional . He ruined character . When watched trailer I & # 39 ; see superhero Black Adam . All see Dwayne The Rock Johnson superhero suit .,2
Ah yes & quot ; Black Adam & quot ; ... thing WB left get year .,2
"& # 39 ; opinion dr fate give choices becoming good evil already knew future , know black Adam going become good hero Dr fate never ask question I correct",2
You see rock use method acting become black Adam achieved flight super strength .,2
hopefully ’ better mcu phase 4,2
joker suicide squad peacemaker batman…i finally feel like dc going right place,2
The cgi looking better anything mcu produced recently .,2
Looking forward Peace Maker Black Adam crossover .,2
Im glad rock played black adam one favorite villains dc,2
"Since MCU becoming joke , & # 39 ; great see DC finally stepping . I & # 39 ; hoping Teen Titans movie Ben Affleck cameo",2
i39m coming dish movie black adam 😊,2
proud romanian song part movie 🥰 quotfetele de la căpâlnaquot osoianu sisters ❤ traditional romanian🏞🏕 music,2
coming birthday brbest birthday present 🎁 💕 💓 💖,2
Not interesting .. < br > Can & # 39 ; beat THE GREAT INVENTION EVER < br > IrOn MAN,2
rubber bullet big mistake🤣🤣,2
"Below drain Johnson , god sake give us break.hes every < href= '' http : //film.bet/ '' > film.bet < /a > & # 39 ; avatar",2
looks like big budget move well known character 👍,2
No delete,2
Im waiting dr fate comics dr fate dont think adam waould chance,2
Nice Romanian music,2
Justice League Universal Studios Singapore,2
Nice,2
There & # 39 ; another movie & # 39 ; going even better black adam & # 39 ; callled & quot ; legend moula jatt & quot ; going released 13 October checkout trailer youtube thanks,2
Lol . This going classic DC garbage,2
One best movies trailers . But Henry Cavill could better option .,2
i39m happy hear sample 🇷🇴surorile osoaianu 🇷🇴featured kanye jayz song amazed made soundtrack movie scale,2
can39t wait movie🍿😎👍✌️💙💜🧡💖💗,2
"After fast five rock became sellout making action comedys bragging buying expensive stuff I find funny rock avoids admitting public , takes steroids Arnold Schwarzenegger Lou Ferrigno admitted using steroids career reputation .",2
Is shazam & # 39 ; friend brother,2
The 10 year olds like .,2
So DC superhero movie looks kind interesting change ? Feels like trick . Is thing going full woke nonsense ?,2
& # 39 ; god,2
Black Adam like One punch man & # 39 ; care sorrunding .,2
"I really hope good movie , seems like premise destined fall , bad .",2
’ even hero ’ super villain…,2
hrefhttpswwwyoutubecomwatchvx0topbuyasiampt54054a doctor fate definitely gon na standout hopefully ’ nerf much 😭 finally seeing big screen dream come true,2
No tension bc hes invincible super powerful . Same exact jet scene iron man lol . Would love see peirce role though fate .,2
< href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=51 '' > 0:51 < /a > JSA gon na dam cool man,2
This one bad movies ends super hero movie Era rip,2
I hope release two trailers - one show villain his/her fight Black Adam second showing parts heart pounding moments baby steps behind actual end,2
looks great sharp 👌,2
"Wow , DC movie & # 39 ; look like hot trash",2
Is guy really look lot like WWE wrestler quit 7 years ago . His name Rock,2
hope film doesn39t go quotcampquot👎,2
I want see rock Superman .,2
Oh Yeah ! Dwayne finally joining superhero universe !,2
Plz release date,2
Egyptian gods powerful,2
Let & # 39 ; Hope Warner Brothers Release This Movie,2
The best part atom smasher runs,2
finally someone bet superman 😍,2
Lmfao . Trash,2
Im looking forward seeing movie looks awesome nlg : ) ),2
supposed villain get movie ’ interesting hero pair,2
Should & # 39 ; called movie < br > Justice Society instead black Adam < br > Not hate come picky judgemental according give opinion & # 39 ; showing < br > A decent amount character including DR.FATE let & # 39 ; see Thanos like ambience holding black Adam . Didn & # 39 ; learn < br > What presented < br > Batman Vs Superman < br > Black Adam supposed hold origin tale takes part introduces supporting cast characters flow around production screen time movie . < br > Nah either flops good comes . Good luck WB,2
Please make flash movie back battery movie back,2
Yikes . Is real ? Lol & # 39 ; complete trash .,2
I love say & quot ; & # 39 ; blackin & # 39 ; time & quot ;,2
"Please & # 39 ; woke , Please & # 39 ; woke , Please & # 39 ; woke , Please & # 39 ; woke , ......",2
I stronger,2
I respect everyone involved . Seriously best piece I & # 39 ; ever seen YouTube . HATS OFF TO WELL ALL ! LOVE YOUR VIDEOS ! !,2
fyi could called adam adam black need black adam title another color😂 lord put heavy mist upon ground made adam dust ground challenge go side wet dirt tell color get exactly,2
wish would done black adam correct way namely way depicted 24quot animated short quotthe return black adamquot billy batsoncaptain marvel superman well correct ba presentation where39s egyptian accent example know dj acting chops pulled would much better see dubious moment heard dj given rolebrbrrap music really 🙄 ugh,2
I & # 39 ; excited watch film,2
"Shazam Supermam amd black adam , Batman others challenge Marval get movie right",2
"CGI animation & # 39 ; seem getting better , movies still look like Saturday morning cartoons . So cheesy .",2
Love dwayne johnson cool,2
I hope tons morbing .,2
want eyebrow raising meme movie,2
The Rock costarring Pierce Brosnan never thought I would see day interesting .,2
Super Action movies,2
everyone excited movie,2
DC deserve beginning 2 great universes collabs end way discover main enemy DARKSIDE,2
Holy cow looks much better expected !,2
Huh ? ? A DC movie & # 39 ; Superman Batman . That & # 39 ; welcome change,2
Brooo dr fate op af happy ringing life,2
DC looking better Marvel right .,2
"Oh , original . Yet another movie mocking God Bible .",2
He seems bit powerful . That make mediocre story .,2
This movie looks good specially & # 39 ; Dwayne Johnson .,2
movie gon na chance morbius feel sadly ’ great name ’ change name american currency blackadams like morbius changing dollars morbiuses,2
"I loved said & quot ; Guess & # 39 ; Black , Black ... Adam & # 39 ; Black , tell friend & quot ;",2
I feel like The Rock going end leading new franchise superhero movies . I think & # 39 ; gon na set lead JSA .,2
really loved part black adam said quotcan smell rock cookingquot proceeded beat bad guys rock 😁😁😁,2
"DC playing & quot ; catch & quot ; Marvel , imagine epic would though , DC big bigger Marvel .",2
🖤🖤,2
🖤🖤,2
🖤🖤,2
This looks generic I already want money back .,2
My favorite part black Adam said & quot ; guys & # 39 ; time rock & quot ;,2
Super,2
Please Dr fate must powerful black Adam plllllllleeeaseeee,2
I love DC full Goddess .,2
hrefhttpswwwyoutubecomwatchvx0topbuyasiampt84124a ❤,2
This well done movie < href= '' UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw '' > < /a > < href= '' UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw '' > < /a > < href= '' UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw '' > < /a >,2
A similar scene Iron man flying next fighter jets,2
Man DC good . Marvel floppin like fish rn .,2
badass suit👍👍👍👍,2
Black Adam eyebrow raising Samoan badass,2
Wow . I know im late actually looks good . Better I expected .,2
hope shazam 2 well two movie together… altho shazam would get rocked,2
can39t wait see black adami39m really excited ♥️,2
really drive power . black adam stays hungry devours. < br > < br > I & # 39 ; think rock good casting choice,2
I waiting rock super hero dream come true,2
looks like trash😂,2
Will one successful DC MOVIE & # 39 ; S,2
I huge generic superhero movie fan,2
Nice hear folklore Moldavian song Hollywood movie : ) ),2
Marvel fans like : < br > Is Dr strange helmet ? < br > Falcon wings ? < br > Deadpool ?,2
The Rock alright let Middle eastern person play Black Adam ancient Egyptians people look like Samoans .,2
"They well wonder woman , aquman , superman , justice league . I hope keep ! ! I love marvel man movies way better violent",2
"When Black Adam said & quot ; It & # 39 ; Blackin & # 39 ; time & quot ; I broke tears , amazing writing !",2
nice one👍💟💓👑👻,2
🔥🔥i youtube🔥br 🔥 मैं youtuber हूं 🔥br💔🥳mera tech channel hai😘br💥💘मेरा टैक चैनल है💥💥br💥⚡mera chanel se apka help ho sakta h💥💥⚡🌸🌸br🌺मेरा चैनल से आपका help हो सकता है🌸🌸br💥❣️🔥❤️nice video❣️❤️🔥🔥,2
Definitely one movies ever ! Especially reveal Doctor Michael Morbius end second trailer !,2
